RegionName,Date,Zhvi,Year,Month
60655,2000-10-31,140700.37423684567,2000,10
60605,2000-10-31,265395.4208147178,2000,10
60621,2000-10-31,52761.39622588996,2000,10
60642,2000-10-31,300727.49676812656,2000,10
60656,2000-10-31,154848.8740247648,2000,10
60654,2000-10-31,280780.8964401422,2000,10
60601,2000-10-31,263752.9767275169,2000,10
60633,2000-10-31,66397.59594386375,2000,10
60661,2000-10-31,265015.2642301137,2000,10
60606,2000-10-31,254478.68744567127,2000,10
60602,2000-10-31,326176.8639742721,2000,10
60603,2000-10-31,,2000,10
60604,2000-10-31,,2000,10
60629,2000-11-30,100868.98044393236,2000,11
60618,2000-11-30,240418.4840322923,2000,11
60639,2000-11-30,105631.16660492096,2000,11
60647,2000-11-30,239922.64986438223,2000,11
60632,2000-11-30,110307.24719216632,2000,11
60617,2000-11-30,66397.28499423136,2000,11
60608,2000-11-30,169293.84147048855,2000,11
60625,2000-11-30,174621.20238755908,2000,11
60623,2000-11-30,92469.6098506491,2000,11
60634,2000-11-30,154682.6360144245,2000,11
60657,2000-11-30,292673.1241795994,2000,11
60614,2000-11-30,383442.8844889719,2000,11
60620,2000-11-30,69050.37807029947,2000,11
60641,2000-11-30,163899.2851748113,2000,11
60640,2000-11-30,157916.33419810643,2000,11
60628,2000-11-30,61463.821493994474,2000,11
60609,2000-11-30,119952.60553673044,2000,11
60651,2000-11-30,88069.6125298247,2000,11
60619,2000-11-30,69169.24816346483,2000,11
60638,2000-11-30,132641.00998182705,2000,11
60630,2000-11-30,172687.3331611912,2000,11
60622,2000-11-30,311549.36673432734,2000,11
60626,2000-11-30,99685.82437404252,2000,11
60613,2000-11-30,191184.52128924453,2000,11
60649,2000-11-30,90935.24622667913,2000,11
60616,2000-11-30,208149.43218364104,2000,11
60643,2000-11-30,140470.55088135807,2000,11
60645,2000-11-30,121582.42099968296,2000,11
60644,2000-11-30,73993.74965009377,2000,11
60637,2000-11-30,179919.94360168732,2000,11
60659,2000-11-30,149135.9714192241,2000,11
60660,2000-11-30,122297.97998923864,2000,11
60707,2000-11-30,147247.07655976134,2000,11
60652,2000-11-30,106858.4965016779,2000,11
60610,2000-11-30,255882.7753384219,2000,11
60615,2000-11-30,141029.8436321806,2000,11
60624,2000-11-30,109651.47545742826,2000,11
60611,2000-11-30,287247.6886939465,2000,11
60653,2000-11-30,190370.44378815684,2000,11
60612,2000-11-30,220376.4332467712,2000,11
